Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Branching Involved in Blood Vessel Morphogenesis (GO:0001569)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	SFRP2
Cellular Component Maintenance (GO:0043954)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	TREM2
Regulation of Transforming Growth Factor Beta Production (GO:0071634)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	LILRB1
Cellular Response to Angiotensin (GO:1904385)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	CA2
Phospholipid Homeostasis (GO:0055091)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	FABP3
Regulation of Type II Interferon-Mediated Signaling Pathway (GO:0060334)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	PPARG
Endochondral Bone Morphogenesis (GO:0060350)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	FGFR3
Positive Regulation of Granulocyte Macrophage Colony-Stimulating Factor Production (GO:0032725)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	ISL1
Positive Regulation of Leukocyte Degranulation (GO:0043302)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	ITGAM
Fatty Acid Beta-Oxidation Using acyl-CoA Oxidase (GO:0033540)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	SLC27A2
Positive Regulation of Neuroinflammatory Response (GO:0150078)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	TREM2
Vitamin D Metabolic Process (GO:0042359)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	CYP1A1
Positive Regulation of Reactive Oxygen Species Biosynthetic Process (GO:1903428)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	CD36
Intestinal Absorption (GO:0050892)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	CD36
Intracellular Copper Ion Homeostasis (GO:0006878)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	CP
Low-Density Lipoprotein Particle Remodeling (GO:0034374)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	PLA2G7
Macrophage Migration (GO:1905517)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	CCL2
Regulation of ATP Biosynthetic Process (GO:2001169)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	TREM2
Negative Regulation of Amyloid Fibril Formation (GO:1905907)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	TREM2
Positive Regulation of Cytokine Production (GO:0001819)	6/325	0.11619843114102964	0.2996340127287133	0	0	1.8501947373420728	3.9824626451914704	FCN1;CRTAM;CYP1B1;LPL;LILRB1;ISL1
Cytoskeleton Organization (GO:0007010)	3/117	0.11766861820215035	0.3028370639001079	0	0	2.576852579209217	5.514162835953314	CCL13;CCL7;CCL2
Cytokine-Mediated Signaling Pathway (GO:0019221)	5/255	0.12041767119577437	0.3063866002378014	0	0	1.9644221105527637	4.1582670877640195	CCL13;CCL8;CCL7;CCL2;LILRB1
Negative Regulation of Protein-Containing Complex Assembly (GO:0031333)	2/59	0.12161509810928037	0.3063866002378014	0	0	3.4286955011290603	7.223898510859551	TREM2;ISL1
Renal System Development (GO:0072001)	2/59	0.12161509810928037	0.3063866002378014	0	0	3.4286955011290603	7.223898510859551	MMP12;SIX2
Positive Regulation of Signal Transduction (GO:0009967)	5/256	0.12186380993047252	0.3063866002378014	0	0	1.9564956255380488	4.118132106189973	LY96;PPARG;TREM2;ITGA5;DLL1
MAPK Cascade (GO:0000165)	3/119	0.1221108533743568	0.3063866002378014	0	0	2.5321667524446734	5.324706115258784	MAP3K19;FGFR3;PTPN3
Negative Regulation of Interleukin-12 Production (GO:0032695)	1/13	0.12481562554868265	0.3063866002378014	0	0	8.12151067323481	16.900194711039827	LILRB1
Regulation of Humoral Immune Response (GO:0002920)	1/13	0.12481562554868265	0.3063866002378014	0	0	8.12151067323481	16.900194711039827	FCGR2B
Aminoglycan Catabolic Process (GO:0006026)	1/13	0.12481562554868265	0.3063866002378014	0	0	8.12151067323481	16.900194711039827	CHIT1
Negative Regulation of Toll-Like Receptor 4 Signaling Pathway (GO:0034144)	1/13	0.12481562554868265	0.3063866002378014	0	0	8.12151067323481	16.900194711039827	TREM2
Atrial Septum Development (GO:0003283)	1/13	0.12481562554868265	0.3063866002378014	0	0	8.12151067323481	16.900194711039827	ISL1
Regulation of Protein Autophosphorylation (GO:0031952)	1/13	0.12481562554868265	0.3063866002378014	0	0	8.12151067323481	16.900194711039827	GPNMB
Body Fluid Secretion (GO:0007589)	1/13	0.12481562554868265	0.3063866002378014	0	0	8.12151067323481	16.900194711039827	OXTR
Cardiac Left Ventricle Morphogenesis (GO:0003214)	1/13	0.12481562554868265	0.3063866002378014	0	0	8.12151067323481	16.900194711039827	SFRP2
Cardiac Right Ventricle Morphogenesis (GO:0003215)	1/13	0.12481562554868265	0.3063866002378014	0	0	8.12151067323481	16.900194711039827	ISL1
Removal of Superoxide Radicals (GO:0019430)	1/13	0.12481562554868265	0.3063866002378014	0	0	8.12151067323481	16.900194711039827	MB
Response to UV-A (GO:0070141)	1/13	0.12481562554868265	0.3063866002378014	0	0	8.12151067323481	16.900194711039827	MMP12
Cranial Nerve Development (GO:0021545)	1/13	0.12481562554868265	0.3063866002378014	0	0	8.12151067323481	16.900194711039827	ISL1
Positive Regulation of Calcium Ion Import (GO:0090280)	1/13	0.12481562554868265	0.3063866002378014	0	0	8.12151067323481	16.900194711039827	CCL2
Tertiary Alcohol Metabolic Process (GO:1902644)	1/13	0.12481562554868265	0.3063866002378014	0	0	8.12151067323481	16.900194711039827	AKR1B10
Granulocyte Activation (GO:0036230)	1/13	0.12481562554868265	0.3063866002378014	0	0	8.12151067323481	16.900194711039827	CXCL6
Intrinsic Apoptotic Signaling Pathway in Response to Oxidative Stress (GO:0008631)	1/13	0.12481562554868265	0.3063866002378014	0	0	8.12151067323481	16.900194711039827	CYP1B1
Positive Regulation of Vasoconstriction (GO:0045907)	1/13	0.12481562554868265	0.3063866002378014	0	0	8.12151067323481	16.900194711039827	OXTR
Regulation of Branching Involved in Ureteric Bud Morphogenesis (GO:0090189)	1/13	0.12481562554868265	0.3063866002378014	0	0	8.12151067323481	16.900194711039827	SIX2
Negative Regulation of Cardiac Muscle Hypertrophy (GO:0010614)	1/13	0.12481562554868265	0.3063866002378014	0	0	8.12151067323481	16.900194711039827	PPARG
Negative Regulation of Cell Activation (GO:0050866)	1/13	0.12481562554868265	0.3063866002378014	0	0	8.12151067323481	16.900194711039827	TREM2
Negative Regulation of Inflammatory Response (GO:0050728)	3/121	0.12661381057435053	0.31022719638881463	0	0	2.488995699468758	5.143792579298603	TREM2;PPARG;ISL1
Negative Regulation of Canonical NF-kappaB Signal Transduction (GO:0043124)	2/61	0.12841205056805619	0.31381226283318686	0	0	3.312132908206075	6.798189361212573	TSPAN6;TREM2
Response to Cytokine (GO:0034097)	3/123	0.1311757320451715	0.31381226283318686	0	0	2.4472636815920397	4.970924544903537	MMP12;COL3A1;TIMP3
Regulation of Phagocytosis (GO:0050764)	2/62	0.13184349398019252	0.31381226283318686	0	0	3.2567656765676567	6.598662268350372	TREM2;FCGR2B
Regulation of Establishment of Protein Localization (GO:0070201)	1/14	0.13374829876775887	0.31381226283318686	0	0	7.496400151572566	15.08122493657931	TREM2
Regulation of Granulocyte Macrophage Colony-Stimulating Factor Production (GO:0032645)	1/14	0.13374829876775887	0.31381226283318686	0	0	7.496400151572566	15.08122493657931	ISL1
Regulation of Immune Effector Process (GO:0002697)	1/14	0.13374829876775887	0.31381226283318686	0	0	7.496400151572566	15.08122493657931	FCGR2B
Negative Regulation of Neuroinflammatory Response (GO:0150079)	1/14	0.13374829876775887	0.31381226283318686	0	0	7.496400151572566	15.08122493657931	TREM2
Negative Regulation of Peptidyl-Tyrosine Phosphorylation (GO:0050732)	1/14	0.13374829876775887	0.31381226283318686	0	0	7.496400151572566	15.08122493657931	SFRP2
Regulation of Macrophage Cytokine Production (GO:0010935)	1/14	0.13374829876775887	0.31381226283318686	0	0	7.496400151572566	15.08122493657931	LILRB1
acyl-CoA Biosynthetic Process (GO:0071616)	1/14	0.13374829876775887	0.31381226283318686	0	0	7.496400151572566	15.08122493657931	SLC27A2
Phagolysosome Assembly (GO:0001845)	1/14	0.13374829876775887	0.31381226283318686	0	0	7.496400151572566	15.08122493657931	SRPX
Cellular Response to ATP (GO:0071318)	1/14	0.13374829876775887	0.31381226283318686	0	0	7.496400151572566	15.08122493657931	RYR3
Cellular Response to Exogenous dsRNA (GO:0071360)	1/14	0.13374829876775887	0.31381226283318686	0	0	7.496400151572566	15.08122493657931	COLEC12
Cellular Response to Superoxide (GO:0071451)	1/14	0.13374829876775887	0.31381226283318686	0	0	7.496400151572566	15.08122493657931	MB
Retinoic Acid Receptor Signaling Pathway (GO:0048384)	1/14	0.13374829876775887	0.31381226283318686	0	0	7.496400151572566	15.08122493657931	PPARG
Ether Lipid Metabolic Process (GO:0046485)	1/14	0.13374829876775887	0.31381226283318686	0	0	7.496400151572566	15.08122493657931	PLA2G7
Extrinsic Apoptotic Signaling Pathway in Absence of Ligand (GO:0097192)	1/14	0.13374829876775887	0.31381226283318686	0	0	7.496400151572566	15.08122493657931	BCL2A1
Eye Photoreceptor Cell Differentiation (GO:0001754)	1/14	0.13374829876775887	0.31381226283318686	0	0	7.496400151572566	15.08122493657931	PROM1
Positive Regulation of Macrophage Chemotaxis (GO:0010759)	1/14	0.13374829876775887	0.31381226283318686	0	0	7.496400151572566	15.08122493657931	CCL2
Positive Regulation of Syncytium Formation by Plasma Membrane Fusion (GO:0060143)	1/14	0.13374829876775887	0.31381226283318686	0	0	7.496400151572566	15.08122493657931	TREM2
Protein Homotrimerization (GO:0070207)	1/14	0.13374829876775887	0.31381226283318686	0	0	7.496400151572566	15.08122493657931	ITLN1
Negative Regulation of ATP-dependent Activity (GO:0032780)	1/14	0.13374829876775887	0.31381226283318686	0	0	7.496400151572566	15.08122493657931	LTF
Regulation of Cell Projection Organization (GO:0031344)	1/14	0.13374829876775887	0.31381226283318686	0	0	7.496400151572566	15.08122493657931	TREM2
Regulation of Chemokine (C-X-C Motif) Ligand 2 Production (GO:2000341)	1/14	0.13374829876775887	0.31381226283318686	0	0	7.496400151572566	15.08122493657931	LPL
Regulation of Protein-Containing Complex Assembly (GO:0043254)	3/126	0.13812531605384884	0.31932519679946164	0	0	2.387210290013348	4.725706972386716	NAPSA;CD36;ISL1
Positive Regulation of Neurogenesis (GO:0050769)	2/64	0.13876835684009844	0.31932519679946164	0	0	3.151389332481635	6.223833946822459	MMP12;RASSF10
Regulation of Anatomical Structure Morphogenesis (GO:0022603)	3/127	0.14046941514747216	0.31932519679946164	0	0	2.36783822821377	4.647511183181395	SPARC;GPNMB;DLL1
Regulation of Endocytosis (GO:0030100)	2/65	0.14226023416837882	0.31932519679946164	0	0	3.1012101210121013	6.0476613708930715	LILRB1;DLL1
Pattern Recognition Receptor Signaling Pathway (GO:0002221)	2/65	0.14226023416837882	0.31932519679946164	0	0	3.1012101210121013	6.0476613708930715	FCN1;LY96
Negative Regulation of Epithelial Cell Differentiation (GO:0030857)	1/15	0.14259024224554276	0.31932519679946164	0	0	6.960591133004926	13.557701594688005	DLL1
Negative Regulation of Immune Effector Process (GO:0002698)	1/15	0.14259024224554276	0.31932519679946164	0	0	6.960591133004926	13.557701594688005	LILRB1
Regulation of Fatty Acid Oxidation (GO:0046320)	1/15	0.14259024224554276	0.31932519679946164	0	0	6.960591133004926	13.557701594688005	FABP3
Negative Regulation of mRNA Splicing, via Spliceosome (GO:0048025)	1/15	0.14259024224554276	0.31932519679946164	0	0	6.960591133004926	13.557701594688005	RBM20
Negative Regulation of Macrophage Activation (GO:0043031)	1/15	0.14259024224554276	0.31932519679946164	0	0	6.960591133004926	13.557701594688005	FCGR2B
Regulation of Hormone Secretion (GO:0046883)	1/15	0.14259024224554276	0.31932519679946164	0	0	6.960591133004926	13.557701594688005	GPNMB
Regulation of Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage (GO:1902229)	1/15	0.14259024224554276	0.31932519679946164	0	0	6.960591133004926	13.557701594688005	SFRP2
Negative Regulation of Phagocytosis (GO:0050765)	1/15	0.14259024224554276	0.31932519679946164	0	0	6.960591133004926	13.557701594688005	FCGR2B
Regulation of Microglial Cell Activation (GO:1903978)	1/15	0.14259024224554276	0.31932519679946164	0	0	6.960591133004926	13.557701594688005	TREM2
Amyloid-Beta Metabolic Process (GO:0050435)	1/15	0.14259024224554276	0.31932519679946164	0	0	6.960591133004926	13.557701594688005	MMP12
Nitric Oxide Biosynthetic Process (GO:0006809)	1/15	0.14259024224554276	0.31932519679946164	0	0	6.960591133004926	13.557701594688005	CYP1B1
Regulation of Response to Endoplasmic Reticulum Stress (GO:1905897)	1/15	0.14259024224554276	0.31932519679946164	0	0	6.960591133004926	13.557701594688005	FCGR2B
Regulation of Systemic Arterial Blood Pressure by Hormone (GO:0001990)	1/15	0.14259024224554276	0.31932519679946164	0	0	6.960591133004926	13.557701594688005	OXTR
Retinal Metabolic Process (GO:0042574)	1/15	0.14259024224554276	0.31932519679946164	0	0	6.960591133004926	13.557701594688005	CYP1B1
Copper Ion Homeostasis (GO:0055070)	1/15	0.14259024224554276	0.31932519679946164	0	0	6.960591133004926	13.557701594688005	CP
Dendritic Cell Chemotaxis (GO:0002407)	1/15	0.14259024224554276	0.31932519679946164	0	0	6.960591133004926	13.557701594688005	GPR183
Unsaturated Fatty Acid Biosynthetic Process (GO:0006636)	1/15	0.14259024224554276	0.31932519679946164	0	0	6.960591133004926	13.557701594688005	ALOX15
Glycoside Metabolic Process (GO:0016137)	1/15	0.14259024224554276	0.31932519679946164	0	0	6.960591133004926	13.557701594688005	AKR1B10
Positive Regulation of Transmembrane Transport (GO:0034764)	1/15	0.14259024224554276	0.31932519679946164	0	0	6.960591133004926	13.557701594688005	CA2
Protein Trimerization (GO:0070206)	1/15	0.14259024224554276	0.31932519679946164	0	0	6.960591133004926	13.557701594688005	ITLN1
Regulation of Amyloid-Beta Clearance (GO:1900221)	1/15	0.14259024224554276	0.31932519679946164	0	0	6.960591133004926	13.557701594688005	TREM2
Negative Regulation of NLRP3 Inflammasome Complex Assembly (GO:1900226)	1/15	0.14259024224554276	0.31932519679946164	0	0	6.960591133004926	13.557701594688005	TREM2
Organelle Assembly (GO:0070925)	6/346	0.14351982904775198	0.32054652514284465	0	0	1.7340463458110518	3.3662730828127403	SRPX;DNAH5;ERICH3;TEKT1;AP1S2;CCNO
Regulation of miRNA Transcription (GO:1902893)	2/66	0.14577073630627355	0.32054652514284465	0	0	3.05259900990099	5.878451547654295	MYB;PPARG
Negative Regulation of Viral Process (GO:0048525)	2/66	0.14577073630627355	0.32054652514284465	0	0	3.05259900990099	5.878451547654295	PTX3;LTF
Negative Regulation of Cytokine-Mediated Signaling Pathway (GO:0001960)	2/67	0.1492991255135835	0.32054652514284465	0	0	3.0054836252856054	5.71583907247848	TREM2;PPARG
Response to Molecule of Bacterial Origin (GO:0002237)	2/67	0.1492991255135835	0.32054652514284465	0	0	3.0054836252856054	5.71583907247848	LY96;FCGR2B
Negative Regulation of Cytokine Production Involved in Immune Response (GO:0002719)	1/16	0.15134237294018343	0.32054652514284465	0	0	6.496223316912972	12.266237975819138	LILRB1
Negative Regulation of mRNA Processing (GO:0050686)	1/16	0.15134237294018343	0.32054652514284465	0	0	6.496223316912972	12.266237975819138	RBM20
Negative Regulation of Monoatomic Ion Transport (GO:0043271)	1/16	0.15134237294018343	0.32054652514284465	0	0	6.496223316912972	12.266237975819138	LILRB1
Negative Regulation of Myoblast Differentiation (GO:0045662)	1/16	0.15134237294018343	0.32054652514284465	0	0	6.496223316912972	12.266237975819138	DLL1
Negative Regulation of Natural Killer Cell Mediated Immunity (GO:0002716)	1/16	0.15134237294018343	0.32054652514284465	0	0	6.496223316912972	12.266237975819138	LILRB1
Apoptotic Nuclear Changes (GO:0030262)	1/16	0.15134237294018343	0.32054652514284465	0	0	6.496223316912972	12.266237975819138	DNASE2B
Regulation of Osteoblast Proliferation (GO:0033688)	1/16	0.15134237294018343	0.32054652514284465	0	0	6.496223316912972	12.266237975819138	LTF
Nitric Oxide Mediated Signal Transduction (GO:0007263)	1/16	0.15134237294018343	0.32054652514284465	0	0	6.496223316912972	12.266237975819138	CD36
One-Carbon Compound Transport (GO:0019755)	1/16	0.15134237294018343	0.32054652514284465	0	0	6.496223316912972	12.266237975819138	CA2
Pancreas Development (GO:0031016)	1/16	0.15134237294018343	0.32054652514284465	0	0	6.496223316912972	12.266237975819138	ISL1
Regulation of Superoxide Anion Generation (GO:0032928)	1/16	0.15134237294018343	0.32054652514284465	0	0	6.496223316912972	12.266237975819138	ITGAM
Phagosome Maturation (GO:0090382)	1/16	0.15134237294018343	0.32054652514284465	0	0	6.496223316912972	12.266237975819138	SRPX
Cellular Response to Alkaloid (GO:0071312)	1/16	0.15134237294018343	0.32054652514284465	0	0	6.496223316912972	12.266237975819138	RYR3
Cellular Response to Corticosteroid Stimulus (GO:0071384)	1/16	0.15134237294018343	0.32054652514284465	0	0	6.496223316912972	12.266237975819138	ISL1
Response to UV-B (GO:0010224)	1/16	0.15134237294018343	0.32054652514284465	0	0	6.496223316912972	12.266237975819138	MMP12
Digestive Tract Morphogenesis (GO:0048546)	1/16	0.15134237294018343	0.32054652514284465	0	0	6.496223316912972	12.266237975819138	SIX2
Positive Regulation of Lipid Storage (GO:0010884)	1/16	0.15134237294018343	0.32054652514284465	0	0	6.496223316912972	12.266237975819138	LPL
Positive Regulation of Lymphocyte Chemotaxis (GO:0140131)	1/16	0.15134237294018343	0.32054652514284465	0	0	6.496223316912972	12.266237975819138	CCL7
Triglyceride Catabolic Process (GO:0019433)	1/16	0.15134237294018343	0.32054652514284465	0	0	6.496223316912972	12.266237975819138	LPL
+ Reg of Myeloid Leukocyte Cytokine Production Inv in Imm Resp (GO:0061081)	1/16	0.15134237294018343	0.32054652514284465	0	0	6.496223316912972	12.266237975819138	LILRB1
Positive Regulation of Superoxide Anion Generation (GO:0032930)	1/16	0.15134237294018343	0.32054652514284465	0	0	6.496223316912972	12.266237975819138	ITGAM
Membrane Lipid Metabolic Process (GO:0006643)	1/16	0.15134237294018343	0.32054652514284465	0	0	6.496223316912972	12.266237975819138	CYP1B1
